code,subject,number,enrollment,peak_demand,peak_demand_day,section,times,locations,rating,workload,id,name
ENGL 154,ENGL,154,28,35,2019-08-28,1,MW 9.25-10.15 + 1,LC 211,3.29,1.98,885,The Multicultural Middle Ages
ENGL 158,ENGL,158,42,61,2019-08-28,1,MW 10.30-11.20 + 1,LC 211,4.45,3.8,886,ShakespearePageStage&Screen
ENGL 191,ENGL,191,26,42,2019-08-29,1,MW 9.00-10.15,WTS A74,3.91,2.5,887,Arabian Nights
ENGL 194,ENGL,194,42,86,2019-08-28,1,TTh 10.30-11.20 + 1,LC 211,3.92,3.24,888,Queer Modernisms
ENGL 196,ENGL,196,118,175,2019-08-27,1,MW 13.30-14.20 + 1,LC 102,3.64,2.62,889,Introduction to Media
ENGL 209,ENGL,209,0,1,2019-08-22,NA,NA,NA,0,0,890,Renaissance Lyric
ENGL 210,ENGL,210,19,30,2019-08-27,1,TTh 14.30-15.45,LC 206,4.09,2.67,891,The Drama of Justice and Mercy
ENGL 211,ENGL,211,12,43,2019-08-29,1,F 13.30-17.20,YK220 101,4.33,3.33,892,Acting Shakespeare
ENGL 215,ENGL,215,13,19,2019-08-30,1,T 9.25-11.15,LC 319,4.5600000000000005,3.36,893,Early Modern Devotional Poetry
ENGL 219,ENGL,219,0,2,2019-08-22,1,1 HTBA,NA,4.75,3.25,894,Renaissance Love Poetry
ENGL 222,ENGL,222,0,1,2019-08-22,1,1 HTBA,NA,4.58,3.25,895,Modern European Drama
ENGL 250,ENGL,250,8,22,2019-08-26,1,MW 11.35-12.50,LC 103,4.24,3.26,896,Romantic Poetry
ENGL 251,ENGL,251,13,17,2019-08-27,1,TTh 13.00-14.15,LC 206,4.31,3.62,897,Experiments in the Novel 18thC
ENGL 263,ENGL,263,10,20,2019-08-28,1,MW 13.00-14.15,LC 205,4.43,4,898,The Victorian Political Novel
ENGL 267,ENGL,267,14,37,2019-08-28,1,MW 14.30-15.45,LC 203,4.44,2.7800000000000002,899,Love & Desire in the 19th C
ENGL 268,ENGL,268,8,30,2019-08-28,1,TTh 11.35-12.50,LC 318,4.36,2.27,900,Literature and Philosophy
ENGL 291,ENGL,291,21,45,2019-08-29,1,T 15.30-17.20,WLH 204,4.16,3.52,901,Feminist and Queer Theory
ENGL 295,ENGL,295,11,50,2019-08-28,1,TTh 11.35-12.50,LC 209,4.08,2.63,47,Postcolonial Ecologies
ENGL 308,ENGL,308,13,43,2019-08-27,1,W 13.30-15.20 + 1,CO451 B-04,4,2.7800000000000002,903,Interpreting Film Masterpieces
ENGL 311,ENGL,311,16,19,2019-08-27,1,W 13.30-15.20,LC 208,4.36,2.89,904,Milton's Paradise Lost
ENGL 313,ENGL,313,18,35,2019-08-30,1,TTh 9.00-10.15,LC 203,3.8200000000000003,2.32,905,Poetry & Political Sensibility
ENGL 320,ENGL,320,8,32,2019-08-29,1,Th 15.30-17.20,YK212 004A,4.53,3.05,906,Novel Feelings
ENGL 325,ENGL,325,15,27,2019-09-02,1,T 9.25-11.15,LC 204,3.56,3.25,75,Modern Apocalyptic Narratives
ENGL 326,ENGL,326,0,10,2019-08-22,1,1 HTBA,NA,4.13,4,89,The Spectacle of Disability
ENGL 346,ENGL,346,17,38,2019-08-27,1,Th 13.30-15.20,BF S-28,4.8100000000000005,2.95,909,Poetry and Faith
ENGL 350,ENGL,350,10,17,2019-08-26,1,W 9.25-11.15,LC 206,4.07,3.33,910,Literary Sound Studies
ENGL 369,ENGL,369,15,30,2019-08-27,1,TTh 9.00-10.15,LC 104,4.54,3.81,87,Cultures of Militarism
ENGL 377,ENGL,377,9,17,2019-08-28,1,M 13.30-15.20,LC 103,4.3,3,913,Contemporary British Fiction
ENGL 380,ENGL,380,12,24,2019-08-28,1,M 9.25-11.15,LC 206,4.65,3.42,46,AfricanReconNarratives
ENGL 381,ENGL,381,17,50,2019-08-28,1,T 13.30-15.20,WALL81 201,4.29,2.67,26,Toni Morrison Black Life
ENGL 384,ENGL,384,14,27,2019-08-28,1,M 13.30-15.20,LC 208,3.67,2.33,513,British Cinema
ENGL 395,ENGL,395,0,11,2019-08-22,NA,NA,NA,0,0,917,The Bible as a Literature
ENGL 404,ENGL,404,15,20,2019-08-28,1,MW 14.30-15.45,LC 205,4.43,3.15,918,Reading Fiction for Craft
ENGL 406,ENGL,406,15,30,2019-08-29,1,TTh 14.30-15.45,LC 203,4.9,3.4,919,Reading Poetry for Craft
ENGL 407,ENGL,407,25,37,2019-08-27,1,T 13.30-15.20,YK212 004,4.44,3.2,920,Intro to Writing Fiction
ENGL 408,ENGL,408,12,17,2019-08-28,1,T 13.30-15.20,LC 104,3.75,3.5,921,Introduction to Writing Poetry
ENGL 418,ENGL,418,10,16,2019-08-26,1,W 9.25-11.15,LC 209,4.39,3.75,922,Writing About The Environment
ENGL 419,ENGL,419,13,22,2019-08-27,1,TTh 11.35-12.50,LORIA 259,3.86,2.85,923,WritngAboutContempFiguratveArt
ENGL 425,ENGL,425,12,55,2019-08-29,1,M 15.30-17.20,LC 212,4.29,3.2,924,Writing for Television
ENGL 434,ENGL,434,11,21,2019-08-30,1,M 15.30-17.20,ELM294 303,4.42,2.79,925,Writing Dance
ENGL 453,ENGL,453,12,21,2019-08-29,1,T 14.30-17.00,LC 212,4.18,3.52,926,Playwriting
ENGL 454,ENGL,454,11,21,2019-08-26,1,Th 13.30-16.00,LC 104,4.63,4.09,927,NonfictnWritng:Voice&Structure
ENGL 459,ENGL,459,10,22,2019-08-26,1,M 13.30-15.20,LC 206,4,4.64,928,WritingAboutScience&Environmnt
ENGL 460,ENGL,460,12,13,2019-08-26,1,M 15.30-17.20,LC 206,4.27,3.23,929,Advanced Poetry Writing
ENGL 465,ENGL,465,11,11,2019-08-27,1,T 13.30-15.20,WLH 115,4.43,2.96,930,Advanced Fiction Writing
ENGL 466,ENGL,466,10,14,2019-08-27,1,T 15.30-17.20,JE L23,3.99,3.38,931,Writing the Contemporary Essay
ENGL 467,ENGL,467,15,20,2019-08-27,1,M 9.00-10.50,LC 103,4.23,3.87,932,Journalism
ENGL 469,ENGL,469,12,18,2019-08-22,1,Th 14.30-17.20,LC 212,4.91,4.47,933,Advanced Nonfiction Writing
ENGL 474,ENGL,474,15,31,2019-08-27,1,W 13.30-15.20,LC 105,4.8,2.79,934,The Genre of the Sentence
ENGL 477,ENGL,477,13,27,2019-08-27,1,MW 15.30-17.20,YK220 101,4.82,3.55,935,ProductionSeminar: Playwriting
ENGL 487,ENGL,487,4,4,2019-09-09,1,1 HTBA,NA,4.67,4,936,Tutorial in Writing
ENGL 488,ENGL,488,2,2,2019-08-22,1,1 HTBA,NA,4.47,3.36,937,SpecialProjcts:Juniors/Seniors
ENGL 489,ENGL,489,9,9,2019-09-04,1,1 HTBA,NA,4.71,4.27,938,WritingConcentrationSeniorProj
ENGL 490,ENGL,490,11,11,2019-08-29,1,1 HTBA,NA,4.55,4.39,939,The Senior Essay I
EP&E 203,EP&E,203,67,119,2019-08-29,1,TTh 13.00-14.15,OML 202,3.43,3.06,957,IntroStatistics:PolitclScience
EP&E 204,EP&E,204,46,99,2019-08-28,1,TTh 11.35-12.50,WLH 116,3.8,2.34,833,Professional Ethics
EP&E 209,EP&E,209,100,117,2019-09-02,1,TTh 13.00-14.15,OML 202,3.68,2.91,959,IntroStatistics:SocialSciences
EP&E 215,EP&E,215,19,46,2019-08-26,1,M 13.30-15.20,HLH31 108,4.46,3.06,960,ClassicsOfEthicsPolitics&Econ
EP&E 234,EP&E,234,18,59,2019-08-28,1,Th 13.30-15.20,RKZ 06,4.75,2.25,44,"Markets,Socialism,Development"
EP&E 235,EP&E,235,3,23,2019-08-27,1,W 15.30-17.20,LC 208,3.64,2.94,962,Recent Work on Justice
EP&E 240,EP&E,240,11,27,2019-08-30,1,Th 13.30-15.20,RKZ 02,3.84,3.21,963,Comparative Welfare Policy
EP&E 242,EP&E,242,0,1,2019-08-22,1,1 HTBA,NA,3.54,2.93,964,Politics and Markets
EP&E 243,EP&E,243,18,48,2019-08-28,1,T 13.30-15.20,RKZ 102,4.34,3.19,965,PolitclEconmyOfPovrtyAlleviatn
EP&E 245,EP&E,245,19,47,2019-08-28,1,M 13.30-15.20,RKZ 202,4.2,3.15,966,GlobalFirms&NationalGovernmnts
EP&E 250,EP&E,250,17,40,2019-08-28,1,T 15.30-17.20,RKZ 102,3.9699999999999998,2.99,967,The European Union
EP&E 254,EP&E,254,6,27,2019-08-27,1,M 15.30-17.20,WLH 003,4.31,3.81,707,Evolution of Central Banking
EP&E 286,EP&E,286,19,54,2019-08-27,1,W 9.25-11.15,HLH17 115,3.68,2.15,710,DiscrimnatnInLawTheory&Practce
EP&E 295,EP&E,295,107,145,2019-09-02,1,MW 14.30-15.20 + 1,OML 202,3.27,2.76,970,Game Theory& Political Science
EP&E 298,EP&E,298,6,16,2019-09-02,1,T 9.25-11.15 + 1,HLH28 B-1,4.52,3.39,712,Empirical Microeconomics
EP&E 306,EP&E,306,15,106,2019-08-27,1,W 18.30-20.20,HLH31 108,4.89,3.11,972,First Amendment&Ethics of Law
EP&E 312,EP&E,312,21,63,2019-08-28,1,T 13.30-15.20,HLH31 108,4.62,3.07,973,Moral Choices in Politics
EP&E 327,EP&E,327,14,24,2019-08-27,1,W 15.30-17.20,RKZ 04,4.02,2.7,49,Human-Wildlife Conflict Africa
EP&E 329,EP&E,329,130,220,2019-08-28,1,TTh 11.35-12.50,SSS 114,3.85,3,582,Power&Politics in Today'sWorld
EP&E 330,EP&E,330,8,20,2019-08-28,1,W 13.30-15.20,HLH31 108,0,0,976,Capitalism/Business Ethics
EP&E 332,EP&E,332,12,39,2019-08-26,1,W 9.25-11.15,WTS B60,3.88,3.5,977,Ethics of Forgiveness
EP&E 335,EP&E,335,16,19,2019-08-29,1,T 9.25-11.15,RKZ 202,3.75,3.38,978,Adv Industrialized Democracies
EP&E 336,EP&E,336,18,35,2019-08-29,1,T 9.25-11.15,WLH 003,4.71,3,979,Democracy and Bureaucracy
EP&E 338,EP&E,338,9,19,2019-09-02,1,T 13.30-15.20,WTS B30,4.15,3.64,980,CorruptionGovernReform21stC
EP&E 340,EP&E,340,19,26,2019-08-31,1,MW 11.35-12.50,WLH 208,4.36,2.99,981,Communism & Conflict in Europe
EP&E 380,EP&E,380,21,104,2019-08-27,1,W 15.30-17.20 + 1,WTS A42,4.15,2.4,982,Bioethics Politics & Economics
EP&E 390,EP&E,390,21,77,2019-08-27,1,Th 9.25-11.15,RKZ 202,4.16,3.74,983,Democracy and Sustainability
EP&E 471,EP&E,471,1,1,2019-08-28,1,1 HTBA,NA,4.33,3,984,Directed Reading and Research
EP&E 490,EP&E,490,17,139,2019-08-28,1,M 13.30-15.20,WLH 013,4.41,2.63,412,Cognitive Science of Morality
EP&E 491,EP&E,491,7,8,2019-09-09,1,1 HTBA,NA,4.03,4.35,986,The Senior Essay
EP&E 492,EP&E,492,3,3,2019-09-10,1,1 HTBA,NA,5,4,987,The Yearlong Senior Essay
EP&E 499,EP&E,499,12,23,2019-08-28,1,W 13.30-15.20,WTS A38,3.89,3,53,Democracy&PublicPolicyinAfrica
ER&M 200,ER&M,200,83,130,2019-08-28,1,MW 14.30-15.45,LORIA 351,4.15,2.65,1001,IntroToEthnicityRace&Migration
ER&M 206,ER&M,206,25,57,2019-08-29,1,TTh 14.30-15.45,WLH 211,4.14,2.79,1002,PoliticsEthnicNationalIdentity
ER&M 211,ER&M,211,14,49,2019-08-27,1,MW 14.30-15.20 + 1,WLH 119,3.7,2.75,762,"Race, Ethnicity, & Immigration"
ER&M 223,ER&M,223,175,346,2019-08-29,1,TTh 13.00-14.15,WLH 201,4.89,3.35,71,"Race, Politics, and Law"
ER&M 229,ER&M,229,0,4,2019-08-22,1,1 HTBA,NA,4.29,3.27,86,Marxism & Social Movts: 20th C
ER&M 238,ER&M,238,81,137,2019-09-01,1,TTh 11.35-12.50,WLH 201,4.11,3.17,7,Third World Studies
ER&M 300,ER&M,300,18,39,2019-08-26,1,W 13.30-15.20,SML 177,4.68,3.41,1007,Comparative Ethnic Studies
ER&M 310,ER&M,310,16,28,2019-09-03,1,W 15.30-17.20,WLH 013,4.85,3.54,78,The Postcolonial City
ER&M 320,ER&M,320,19,63,2019-08-28,1,TTh 13.00-14.15,YK220 002,4.52,3.27,81,Indigenous Geographies
ER&M 324,ER&M,324,0,1,2019-08-22,NA,NA,NA,0,0,1010,Asian Diasporas since 1800
ER&M 325,ER&M,325,0,7,2019-08-22,1,1 HTBA,NA,4.47,3.65,51,History of South Africa
ER&M 342,ER&M,342,19,50,2019-08-27,1,T 13.30-15.20,LC 103,4.47,3.59,1012,Revolution&ColdWarLatinAmerica
ER&M 349,ER&M,349,16,58,2019-08-27,1,W 9.25-11.15,WALL81 201,0,0,12,FrmVotingRightActto#blacklives
ER&M 370,ER&M,370,17,29,2019-08-27,1,W 9.25-11.15,HLH28 B-1,3.66,2.76,93,Indians&theSpanishBorderlands
ER&M 380,ER&M,380,18,63,2019-08-28,1,M 15.30-17.20,RKZ 08,4.14,3.05,22,White America
ER&M 387,ER&M,387,0,7,2019-08-22,NA,NA,NA,0,0,1016,Migrants & Borders in Americas
ER&M 394,ER&M,394,22,61,2019-08-28,1,Th 13.30-15.20,RKZ 241,4.75,3,165,Climate&Society Past toPresent
ER&M 395,ER&M,395,0,20,2019-08-22,NA,NA,NA,0,0,161,Environmental Anthropology
ER&M 401,ER&M,401,18,36,2019-08-27,1,W 13.30-15.20,WLH 112,4.92,3.58,1019,Public Writing
ER&M 402,ER&M,402,19,40,2019-09-01,1,T 13.30-15.20,WALL81 401,4.5,3.67,99,Migrant & Refugees in Lit.
ER&M 407,ER&M,407,17,47,2019-08-27,1,M 13.30-15.20,RKZ 08,3.66,3.44,25,Race and Capitalism
ER&M 409,ER&M,409,16,27,2019-08-29,1,M 13.30-15.20,WLH 011,4.42,3.94,83,Latinx Ethnography
ER&M 419,ER&M,419,5,17,2019-08-22,1,M 13.30-15.20,WALL81 201,3.69,2.29,24,EthngrphyAfrAmerCommunity
ER&M 425,ER&M,425,22,53,2019-08-31,1,T 13.30-15.20,WALL81 301,4.29,3.58,100,Asian American Race & Empire
ER&M 426,ER&M,426,18,36,2019-08-29,1,M 13.30-15.20,WALL81 301,4.29,2.71,41,Africa in the World
ER&M 437,ER&M,437,5,12,2019-08-22,1,1 HTBA,NA,5,3.5,1026,Sacred Texts & Social Justice
ER&M 439,ER&M,439,28,40,2019-08-28,1,W 13.30-15.20,WLH 003,4.18,3.18,92,Fruits of Empire
ER&M 462,ER&M,462,12,62,2019-08-27,1,W 15.30-17.20,YK212 004,4.5,3.13,96,Privilege in the Americas
ER&M 491,ER&M,491,33,34,2019-08-28,1,W 9.25-11.15,BRW35 221,3.51,2.83,1029,Senior Colloquium
EVST 007,EVST,7,12,29,2019-08-26,1,Th 13.00-17.00,MARSH R,4.94,2.26,1030,The New England Forest
EVST 020,EVST,20,27,43,2019-08-26,1,MW 9.00-10.15,MY 501,3.79,2.56,1031,SustainableDevelopment inHaiti
EVST 040,EVST,40,10,15,2019-08-27,1,TTh 11.35-12.50,ESC 100,3.7,3,1032,Peabody Collections
EVST 144,EVST,144,14,49,2019-08-27,1,MW 14.30-15.20 + 1,WLH 119,3.19,2.64,762,"Race, Ethnicity, & Immigration"
EVST 182,EVST,182,81,104,2019-09-02,1,TTh 9.00-10.15,WTS A74,3.46,2.56,151,Primate Behavior and Ecology
EVST 209,EVST,209,23,69,2019-08-27,1,MW 11.35-12.25 + 1,LC 211,3.75,2.68,1035,Making Climate Knowledge
EVST 212,EVST,212,21,77,2019-08-27,1,Th 9.25-11.15,RKZ 202,4.16,3.74,983,Democracy and Sustainability
EVST 215,EVST,215,10,22,2019-08-26,1,M 13.30-15.20,LC 206,4,4.64,928,WritingAboutScience&Environmnt
EVST 223,EVST,223,41,48,2019-08-28,1,MWF 10.30-11.20,ESC 110,3.05,3.21,607,General Ecology
EVST 224,EVST,224,10,16,2019-08-26,1,W 9.25-11.15,LC 209,4.03,3.07,922,Writing About The Environment
EVST 231,EVST,231,17,46,2019-08-27,1,T 13.00-17.00,MARSH R,4.75,3,1040,Dendrology
EVST 234L,EVST,234,13,33,2019-08-26,1,T 13.00-14.15 + 1,ESC 100,4.01,3.25,1041,Field Science: Sustainability
EVST 258,EVST,258,14,29,2019-08-27,1,W 13.30-15.20,LC 212,4.45,3.1,76,WildernessNorthAmerImagination
EVST 261,EVST,261,6,13,2019-08-24,1,TTh 11.35-12.50,KGL 226,2.95,2.54,1043,Minerals and Human Health
EVST 292,EVST,292,132,170,2019-09-04,1,MW 13.00-14.15,OML 202,3.85,2.73,1044,Sustainability in 21st Century
EVST 305,EVST,305,12,44,2019-08-27,1,T 13.30-15.20,WTS B36,4.8,2.4,1045,Environmental Security
EVST 318,EVST,318,60,111,2019-08-28,1,TTh 11.35-12.25,HLH17 101,3.63,2.95,73,American Energy History
EVST 324,EVST,324,11,33,2019-08-28,1,T 9.25-11.15,SA10 212,4.31,3.5,155,Environ Justice in South Asia
EVST 327,EVST,327,14,24,2019-08-27,1,W 15.30-17.20,RKZ 04,4.02,2.7,49,Human-Wildlife Conflict Africa
EVST 333,EVST,333,14,49,2019-09-01,1,T 15.30-17.20,WLH 202,0,0,1049,Climate Chg Adapt Glbl Health
EVST 340,EVST,340,65,96,2019-08-29,1,MW 10.30-11.20 + 1,WLH 201,3.05,2.39,689,Economics of Natural Resources
EVST 345,EVST,345,0,20,2019-08-22,NA,NA,NA,0,0,161,Environmental Anthropology
EVST 422,EVST,422,22,61,2019-08-28,1,Th 13.30-15.20,RKZ 241,4.75,3,165,Climate&Society Past toPresent
EVST 424,EVST,424,12,28,2019-08-28,1,Th 13.30-15.20,RKZ 102,3.88,3.2800000000000002,164,Rivers: Nature and Politics
EVST 463,EVST,463,8,13,2019-08-26,1,W 10.30-13.20 + 1,DMCA,3.5,3.5,97,Documentary Film Workshop
EVST 496,EVST,496,31,31,2019-08-28,1,W 19.00-20.50,WTS A30,3.7199999999999998,3.54,1055,SeniorResearchProj&Colloquium
FILM 160,FILM,160,118,175,2019-08-27,1,MW 13.30-14.20 + 1,LC 102,3.64,2.62,889,Introduction to Media
FILM 161,FILM,161,9,15,2019-08-28,1,T 8.25-12.20,EDG36 023,3.81,4.51,283,Intro Film Writing & Directing
FILM 162,FILM,162,11,33,2019-08-25,1,M 13.30-17.20,EDG36 023,3.9699999999999998,3.98,278,Intro Documentary Filmmaking
FILM 232,FILM,232,118,237,2019-08-28,1,TTh 14.30-15.20 + 1,LORIA 250,4.8100000000000005,2.61,1198,Classical Hollywood Narrative
FILM 235,FILM,235,113,167,2019-09-01,1,TTh 11.35-12.50,LC 101,4.28,3.81,1199,Storytelling and TV
FILM 242,FILM,242,13,43,2019-08-27,1,W 13.30-15.20 + 1,CO451 B-04,4,2.7800000000000002,903,Interpreting Film Masterpieces
FILM 243,FILM,243,6,10,2019-08-27,1,Th 13.30-15.20 + 1,WTS B35,3.89,2.86,1201,Family in Greek Lit & Film TR
FILM 246,FILM,246,12,25,2019-08-27,1,W 15.30-17.20,WALL81 201,0,0,15,Intro African American Cinema
FILM 304,FILM,304,11,23,2019-08-28,1,TTh 13.00-14.15 + 1,WLH 203,3.5,3.1,642,JapaneseCinemaAndItsOthers
FILM 305,FILM,305,34,55,2019-08-28,1,MW 11.35-12.25 + 2,YK212 106,3.94,3.25,1204,Animation: Disney and Beyond
FILM 319,FILM,319,5,17,2019-08-26,1,W 13.30-15.20,WLH 204,4.37,3.21,1205,Third Reich in German Films
FILM 320,FILM,320,18,26,2019-08-27,1,Th 13.30-15.20 + 1,CO493 103,3.32,2.63,1206,Close Analysis of Film
FILM 326,FILM,326,12,18,2019-08-28,1,Th 9.25-11.15,PH 207,0,0,1207,Vienna 1900–1938
FILM 328,FILM,328,1,7,2019-08-26,1,T 9.25-11.15 + 1,WLH 009,3.52,3.47,79,The Essay Film
FILM 350,FILM,350,14,23,2019-08-29,1,M 15.30-17.20,WLH 202,4.15,2.94,1209,Screenwriting
FILM 363,FILM,363,23,51,2019-08-27,1,MW 19.00-20.50,CO451 B-04,4.97,3.67,511,RadicalCinemas ofLatin America
FILM 409,FILM,409,4,10,2019-08-27,1,TTh 14.30-15.45,WLH 009,4,3,509,The Danube in Lit & Film TR
FILM 412,FILM,412,0,4,2019-08-22,1,1 HTBA,NA,3.86,2.22,1212,The American Horror Film
FILM 425,FILM,425,6,15,2019-08-29,1,T 13.30-15.20,WLH 202,4.19,3.01,503,East German Lit & Film
FILM 430,FILM,430,15,28,2019-08-27,3,W 17.45-19.35,WALL81 101,0,0,16,Golden Age of Television
FILM 433,FILM,433,12,20,2019-08-27,1,T 15.30-17.20 + 1,WALL81 301 + 1,4.2,2.6,11,FamilyNarrativesCulturalsShift
FILM 455,FILM,455,8,13,2019-08-26,1,W 10.30-13.20 + 1,DMCA,3.44,3.17,97,Documentary Film Workshop
FILM 461,FILM,461,14,27,2019-08-28,1,M 13.30-15.20,LC 208,3.67,2.33,513,British Cinema
FILM 471,FILM,471,3,4,2019-09-09,1,1 HTBA,NA,4.27,1.8,1219,Independent Directed Study
FILM 483,FILM,483,4,5,2019-08-30,1,T 13.30-17.20,CCAM 102,4.75,3.75,295,AdvancedFilmWriting&Directing
FILM 487,FILM,487,8,9,2019-08-26,1,M 13.30-15.20,WLH 202,4.27,3.51,1221,Advanced Screenwriting
FILM 491,FILM,491,4,4,2019-08-28,1,1 HTBA,NA,3,3,1222,The Senior Essay
FILM 493,FILM,493,1,1,2019-08-22,1,1 HTBA,NA,4,5,1223,The Senior Project
FREN 109,FREN,109,12,21,2019-08-27,1,W 15.30-17.20,WLH 203,4.24,3.07,1228,French for Reading
FREN 110,FREN,110,83,101,2019-08-28,1,M-F 8.20-9.10,WLH 202,4.33,4.33,1229,Elementary&Intermed French I
FREN 121,FREN,121,15,32,2019-08-26,1,M-F 9.25-10.15,CO493 208,4.26,4.25,1230,Intermediate French
FREN 125,FREN,125,8,11,2019-08-26,1,M-F 9.25-11.15 + 1,YK212 004,4.79,4.46,1231,Intensive Elementary French
FREN 130,FREN,130,83,97,2019-08-27,1,M-F 8.20-9.10,WALL81 301,4.32,4.18,1232,Intermediate&AdvancedFrench I
FREN 140,FREN,140,46,51,2019-08-29,1,M-F 9.25-10.15,LC 318,3.8200000000000003,3.8,1233,Intermed & Advanced French II
FREN 150,FREN,150,41,62,2019-08-27,1,MWF 9.25-10.15,LORIA 259,3.95,3.81,1234,Advanced Language Practice
FREN 160,FREN,160,13,19,2019-08-26,1,MWF 10.30-11.20,DOW 215,3.99,3.67,1235,Advanced Culture& Conversation
FREN 170,FREN,170,18,26,2019-08-27,1,MW 11.35-12.50,MY 501,3.65,3.5,1236,Intro Study of French Lit
FREN 181,FREN,181,0,8,2019-08-26,1,1 HTBA,NA,0,0,1237,Applied Grammar Workshop
FREN 183,FREN,183,12,18,2019-08-26,1,TTh 9.00-10.15,WLH 205,4.2,2.4,1238,Medical French
FREN 191,FREN,191,11,20,2019-08-27,1,W 15.30-17.20,WLH 115,4.63,2.41,1239,Translation
FREN 216,FREN,216,28,35,2019-08-28,1,MW 9.25-10.15 + 1,LC 211,2.67,3.33,885,The Multicultural Middle Ages
FREN 319,FREN,319,6,8,2019-08-27,1,F 13.30-15.20,WALL81 301,0,0,1241,Montaigne Beyond Skepticism
FREN 330,FREN,330,11,20,2019-09-02,1,T 13.30-15.20,WLH 011,4.46,3.38,1242,"Hugo's ""Les Misérables"""
FREN 360,FREN,360,11,16,2019-08-23,1,Th 13.30-15.20,WLH 002,4.38,3.33,1243,Great Novels of 21st Century
FREN 381,FREN,381,0,1,2019-08-22,1,1 HTBA,NA,4.12,3.56,1244,"Paris, Capital of the 19th C"
FREN 400,FREN,400,13,17,2019-08-26,1,MW 13.00-14.15,WLH 002,4.15,3.13,1245,Chartres Cathedral
FREN 419,FREN,419,13,13,2019-08-29,1,MW 9.00-10.15,BASSLB L72,4.63,3.63,1246,The Myths of Versailles
FREN 491,FREN,491,1,1,2019-09-11,1,1 HTBA,NA,4.18,4.08,1247,The Senior Essay
G&G 010,G&G,10,18,62,2019-08-26,1,TTh 11.35-12.50,WTS A35,4.48,2.18,1254,"Earth,Resources,Energy&Envirmt"
G&G 100,G&G,100,84,109,2019-09-01,1,MWF 11.35-12.25,LC 102,3.74,2.8,1255,Natural Disasters
G&G 110,G&G,110,15,20,2019-08-28,1,MWF 10.30-11.20,WTS A74,3.42,2.65,1256,Dynamic Earth
G&G 111L,G&G,111,14,14,2019-08-28,1,F 13.30-16.30,KGL 120,3.87,1.88,1257,DynamicEarthLab&FieldMethods
G&G 140,G&G,140,29,49,2019-08-27,1,MWF 9.25-10.15,ESC 110,3.62,3.26,1258,AtmosphereOcean&ClimateChange
G&G 247,G&G,247,0,2,2019-08-22,1,1 HTBA,NA,3.44,2.77,1259,Partial Differential Equations
G&G 261,G&G,261,6,13,2019-08-24,1,TTh 11.35-12.50,KGL 226,2.95,2.54,1043,Minerals and Human Health
G&G 274,G&G,274,52,75,2019-08-28,1,TTh 13.00-14.15,KGL 123,3.67,2.59,1261,Fossil Fuels and World Energy
G&G 313,G&G,313,7,7,2019-08-28,1,MW 11.35-12.50,ESC 210,4,2.67,1262,Invertebrate Paleontology
G&G 319,G&G,319,11,12,2019-08-28,1,TTh 13.00-14.15,KGL 226,3,3,1263,Physics&ChemOfEarthMaterials
G&G 325,G&G,325,5,7,2019-08-30,1,TTh 14.30-15.45,KGL 122,5,3,1264,Vertebrate Paleontology
G&G 335,G&G,335,11,16,2019-08-27,1,TTh 11.35-12.50,KGL 116,2.2,3,1265,Physical Oceanography
G&G 342,G&G,342,15,26,2019-08-27,1,MW 11.35-12.50,KGL 119,4.17,2.26,1266,IntroEarth&EnvironmentlPhysics
G&G 428,G&G,428,26,30,2019-08-27,1,MWF 10.30-11.20,KGL 116,3.95,3.03,128,Science of Complex Systems
G&G 487,G&G,487,1,3,2019-08-25,1,1 HTBA,NA,4.06,3.03,1268,Individual Study: Geol&Geophys
G&G 488,G&G,488,1,1,2019-08-26,1,1 HTBA,NA,4.06,3.03,1269,Research in Geology&Geophysics
G&G 490,G&G,490,6,6,2019-09-10,1,1 HTBA,NA,3.88,4.13,1270,Research and Senior Thesis
GLBL 101,GLBL,101,87,138,2019-08-28,1,TTh 13.00-14.15,LC 102,3.49,2.35,1293,Gateway to Global Affairs
GLBL 121,GLBL,121,105,114,2019-08-28,1,MW 11.35-12.50,LUCE 101,3.85,3.22,1294,Applied Quantitative Analysis
GLBL 217,GLBL,217,132,170,2019-09-04,1,MW 13.00-14.15,OML 202,3.7,2.8,1044,Sustainability in 21st Century
GLBL 244,GLBL,244,15,41,2019-08-27,1,T 13.30-15.20,RKZ 06,4.74,3.27,1296,The Politics of Fascism
GLBL 250,GLBL,250,14,50,2019-08-27,1,W 15.30-17.20,LC 209,0,0,1297,Lessons of the Past
GLBL 261,GLBL,261,18,30,2019-08-30,1,T 13.30-15.20,RKZ 02,4.14,3.16,1298,Civil Conflict
GLBL 271,GLBL,271,21,55,2019-09-01,1,T 15.30-17.20,WTS B39,4.46,2.8,1299,Middle East Politics
GLBL 274,GLBL,274,18,66,2019-08-28,1,W 13.30-15.20,RKZ 102,4.31,3.17,1300,Terrorism
GLBL 275,GLBL,275,56,64,2019-08-30,1,MW 14.30-15.20,WTS A51,4.25,3.23,1301,ApproachesTo InternatlSecurity
GLBL 279,GLBL,279,11,26,2019-08-29,1,W 13.30-15.20 + 1,WALL81 101,3.8,2.49,1302,Global Governance
GLBL 300,GLBL,300,3,18,2019-08-29,1,Th 13.30-15.20,WTS A68,0,0,1303,Arab Uprisings Compared
